plant_id,plant_name,datetime,installed_capacity_mw,actual_generation_mw,water_flow_m3s,turbine_efficiency,outage_flag
H03,Canyon_Run,2024-09-19 12:45:00,95.0,45.274,70.517,0.889,0
H03,Canyon_Run,2024-01-22 01:30:00,95.0,95.0,160.113,0.913,0
H03,Canyon_Run,2024-05-18 13:00:00,95.0,73.359,112.534,0.897,0
H03,Canyon_Run,2024-01-31 00:15:00,95.0,95.0,138.975,0.903,0
H01,Andean_Falls,2024-08-12 11:30:00,180.0,109.807,157.459,0.88,0
H02,River_Gate,2024-12-08 08:30:00,125.0,99.665,156.224,0.928,0
H01,Andean_Falls,2024-08-26 01:15:00,180.0,103.882,144.906,0.904,0
H01,Andean_Falls,2024-10-14 08:15:00,180.0,107.277,139.485,0.965,0
H01,Andean_Falls,2024-06-02 18:30:00,180.0,156.152,232.047,0.869,0
H01,Andean_Falls,2024-09-23 01:00:00,180.0,87.859,123.382,0.907,0
H03,Canyon_Run,2024-06-04 14:30:00,95.0,61.867,93.886,0.904,0
H02,River_Gate,2024-11-20 17:15:00,125.0,82.893,142.261,0.854,0
H03,Canyon_Run,2024-01-09 09:45:00,95.0,87.058,121.897,0.911,0
H01,Andean_Falls,2024-08-24 08:00:00,180.0,109.162,147.473,0.927,0
H01,Andean_Falls,2024-09-22 17:00:00,180.0,93.582,135.338,0.903,0
H02,River_Gate,2024-03-15 16:30:00,125.0,125.0,222.227,0.881,0
H03,Canyon_Run,2024-10-10 22:30:00,95.0,58.253,86.12,0.898,0
H03,Canyon_Run,2024-11-04 23:45:00,95.0,68.248,100.033,0.907,0
H01,Andean_Falls,2024-07-11 10:15:00,180.0,132.543,190.307,0.884,0
H01,Andean_Falls,2024-01-13 19:30:00,180.0,153.304,225.84,0.868,0
H03,Canyon_Run,2024-05-14 18:15:00,95.0,82.208,124.431,0.871,0
H01,Andean_Falls,2024-11-20 23:00:00,180.0,99.581,146.666,0.891,0
H01,Andean_Falls,2024-03-26 20:30:00,180.0,180.0,284.921,0.892,0
H02,River_Gate,2024-11-28 07:15:00,125.0,90.121,147.628,0.93,0
H01,Andean_Falls,2024-08-29 18:45:00,180.0,94.374,141.405,0.877,0
H03,Canyon_Run,2024-07-14 08:00:00,95.0,61.642,89.125,0.932,0
H01,Andean_Falls,2024-04-30 22:00:00,180.0,177.235,267.777,0.868,0
H03,Canyon_Run,2024-07-02 07:45:00,95.0,66.833,93.133,0.905,0
H02,River_Gate,2024-03-12 05:30:00,125.0,125.0,217.548,0.909,0
H02,River_Gate,2024-05-19 17:45:00,125.0,104.516,172.49,0.877,0
H03,Canyon_Run,2024-11-11 13:15:00,95.0,67.645,98.02,0.905,0
H03,Canyon_Run,2024-03-25 09:30:00,95.0,95.0,151.326,0.95,0
H03,Canyon_Run,2024-10-01 22:30:00,95.0,47.428,71.827,0.886,0
H02,River_Gate,2024-12-25 07:45:00,125.0,103.612,166.46,0.926,0
H01,Andean_Falls,2024-02-13 05:45:00,180.0,180.0,271.369,0.927,0
H03,Canyon_Run,2024-06-08 21:15:00,95.0,76.422,109.69,0.911,0
H02,River_Gate,2024-05-26 18:30:00,125.0,115.673,193.103,0.874,0
H03,Canyon_Run,2024-09-27 00:15:00,95.0,55.168,82.117,0.883,0
H01,Andean_Falls,2024-08-18 23:45:00,180.0,110.343,158.31,0.899,0
H01,Andean_Falls,2024-04-06 19:15:00,180.0,180.0,287.656,0.885,0
H01,Andean_Falls,2024-04-09 01:00:00,180.0,180.0,272.309,0.873,0
H02,River_Gate,2024-02-03 06:30:00,125.0,125.0,222.163,0.926,0
H01,Andean_Falls,2024-10-22 16:00:00,180.0,97.289,144.279,0.881,0
H03,Canyon_Run,2024-12-18 08:00:00,95.0,93.998,124.238,0.956,0
H02,River_Gate,2024-05-16 11:30:00,125.0,119.815,191.342,0.919,0
H03,Canyon_Run,2024-04-27 03:15:00,95.0,92.155,133.143,0.908,0
H02,River_Gate,2024-10-04 01:30:00,125.0,72.958,111.51,0.932,0
H02,River_Gate,2024-09-06 09:30:00,125.0,73.119,118.664,0.934,0
H01,Andean_Falls,2024-08-24 18:45:00,180.0,97.769,,0.873,0
H01,Andean_Falls,2024-11-26 18:30:00,180.0,118.656,168.284,0.889,0
H02,River_Gate,2024-05-25 06:30:00,125.0,118.534,189.426,0.916,0
H02,River_Gate,2024-08-21 17:45:00,125.0,68.604,113.886,0.855,0
H01,Andean_Falls,2024-07-16 06:15:00,180.0,140.691,199.915,0.937,0
H03,Canyon_Run,2024-01-04 14:45:00,95.0,95.0,147.628,0.908,0
H01,Andean_Falls,2024-02-01 05:45:00,180.0,177.724,245.86,0.918,0
H03,Canyon_Run,2024-03-14 05:30:00,95.0,95.0,151.322,0.948,0
H02,River_Gate,2024-08-03 07:45:00,125.0,80.905,129.792,0.905,0
H01,Andean_Falls,2024-12-14 04:15:00,180.0,136.69,188.816,0.928,0
H02,River_Gate,2024-10-14 20:15:00,125.0,55.699,101.305,0.839,0
H01,Andean_Falls,2024-11-24 20:15:00,180.0,116.302,164.555,0.878,0
H03,Canyon_Run,2024-08-17 20:30:00,95.0,58.552,79.686,0.905,0
H02,River_Gate,2024-01-03 04:30:00,125.0,111.541,176.893,0.945,0
H01,Andean_Falls,2024-01-20 14:00:00,180.0,162.306,237.913,0.881,0
H03,Canyon_Run,2024-02-02 19:45:00,95.0,93.828,144.039,0.878,0
H03,Canyon_Run,2024-08-01 06:45:00,95.0,54.965,77.921,0.92,0
H03,Canyon_Run,2024-02-01 02:45:00,95.0,95.0,137.571,0.933,0
H03,Canyon_Run,2024-07-05 09:15:00,95.0,67.945,90.1,0.97,0
H03,Canyon_Run,2024-07-18 10:30:00,95.0,49.69,76.267,0.894,0
H03,Canyon_Run,2024-07-17 02:00:00,95.0,65.808,94.067,0.906,0
H01,Andean_Falls,2024-11-13 18:30:00,180.0,97.297,146.597,0.847,0
H02,River_Gate,2024-04-07 06:45:00,125.0,125.0,212.512,0.948,0
H01,Andean_Falls,2024-06-20 03:45:00,180.0,162.594,226.886,0.912,0
H03,Canyon_Run,2024-08-16 06:30:00,95.0,58.518,81.025,0.935,0
H02,River_Gate,2024-08-16 05:15:00,125.0,76.797,120.375,0.917,0
H03,Canyon_Run,2024-12-04 16:30:00,95.0,65.28,104.241,0.859,0
H03,Canyon_Run,2024-04-19 18:00:00,95.0,95.0,149.473,0.858,0
H02,River_Gate,2024-02-22 16:45:00,125.0,125.0,226.061,0.896,0
H01,Andean_Falls,2024-03-26 17:15:00,180.0,180.0,287.895,0.878,0
H01,Andean_Falls,2024-08-28 15:15:00,180.0,98.08,140.349,0.871,0
H01,Andean_Falls,2024-03-26 18:45:00,180.0,180.0,291.748,0.863,0
H03,Canyon_Run,2024-08-22 20:00:00,95.0,59.781,90.285,0.874,0
H01,Andean_Falls,2024-08-03 13:00:00,180.0,115.219,167.1,0.905,0
H02,River_Gate,2024-02-04 09:00:00,125.0,125.0,217.251,0.915,0
H01,Andean_Falls,2024-02-13 05:00:00,180.0,178.411,244.205,0.935,0
H01,Andean_Falls,2024-04-10 16:45:00,180.0,180.0,279.935,0.896,0
H02,River_Gate,2024-09-24 22:30:00,125.0,55.765,95.468,0.886,0
H01,Andean_Falls,2024-04-30 16:45:00,180.0,178.971,264.628,0.86,0
H01,Andean_Falls,2024-10-02 16:30:00,180.0,91.406,136.493,0.878,0
H02,River_Gate,2024-02-22 06:00:00,125.0,125.0,224.612,0.942,0
H03,Canyon_Run,2024-06-19 10:15:00,95.0,68.094,98.862,0.906,0
H03,Canyon_Run,2024-11-19 08:00:00,95.0,77.747,106.908,0.917,0
H03,Canyon_Run,2024-09-22 19:00:00,95.0,48.568,74.768,0.891,0
H01,Andean_Falls,2024-02-20 03:15:00,180.0,180.0,265.884,0.942,0
H01,Andean_Falls,2024-07-15 01:30:00,180.0,137.299,205.395,0.886,0
H01,Andean_Falls,2024-05-16 04:45:00,180.0,180.0,248.815,0.957,0
H02,River_Gate,2024-05-30 00:00:00,125.0,115.771,185.456,0.908,0
H01,Andean_Falls,2024-11-22 14:00:00,180.0,103.178,160.601,0.889,0
H02,River_Gate,2024-06-03 21:15:00,125.0,103.255,177.745,0.867,0
H02,River_Gate,2024-09-06 07:45:00,125.0,62.53,103.532,0.91,0
H03,Canyon_Run,2024-03-19 20:00:00,95.0,95.0,153.116,0.894,0
H03,Canyon_Run,2024-04-11 09:15:00,95.0,95.0,153.894,0.924,0
H01,Andean_Falls,2024-09-11 02:15:00,180.0,100.109,136.366,0.908,0
H03,Canyon_Run,2024-01-31 16:15:00,95.0,95.0,152.983,0.874,0
H01,Andean_Falls,2024-07-10 04:15:00,180.0,140.949,196.703,0.915,0
H02,River_Gate,2024-02-15 21:30:00,125.0,125.0,212.342,0.895,0
H02,River_Gate,2024-06-22 22:30:00,125.0,107.849,174.938,0.885,0
H03,Canyon_Run,2024-09-13 12:45:00,95.0,41.174,64.59,0.906,0
H03,Canyon_Run,2024-10-07 06:15:00,95.0,56.274,81.9,0.906,0
H01,Andean_Falls,2024-06-27 06:45:00,180.0,150.623,211.464,0.939,0
H03,Canyon_Run,2024-08-29 03:00:00,95.0,51.629,71.363,0.92,0
H03,Canyon_Run,2024-09-22 03:15:00,95.0,56.578,80.819,0.934,0
H02,River_Gate,2024-03-24 22:30:00,125.0,125.0,231.213,0.882,0
H01,Andean_Falls,2024-02-03 18:15:00,180.0,175.77,261.064,0.863,0
H01,Andean_Falls,2024-05-24 01:00:00,180.0,180.0,256.361,0.932,0
H01,Andean_Falls,2024-07-12 13:15:00,180.0,130.903,194.351,0.872,0
H03,Canyon_Run,2024-09-17 22:00:00,95.0,54.899,82.159,0.889,0
H02,River_Gate,2024-06-12 10:15:00,125.0,102.495,165.321,0.924,0
H02,River_Gate,2024-02-16 20:45:00,125.0,125.0,219.553,0.878,0
H02,River_Gate,2024-03-19 05:45:00,125.0,125.0,245.155,0.942,0
H02,River_Gate,2024-03-31 05:15:00,125.0,125.0,228.647,0.943,0
H03,Canyon_Run,2024-10-02 13:00:00,95.0,53.813,82.528,0.901,0
H03,Canyon_Run,2024-07-18 17:15:00,95.0,49.776,81.447,0.879,0
H01,Andean_Falls,2024-04-05 21:30:00,180.0,180.0,285.848,0.873,0
H01,Andean_Falls,2024-05-11 23:30:00,180.0,172.465,252.961,0.887,0
H02,River_Gate,2024-08-01 06:00:00,125.0,83.585,130.508,0.956,0
H02,River_Gate,2024-03-20 05:15:00,125.0,125.0,218.353,0.916,0
H01,Andean_Falls,2024-10-09 01:30:00,180.0,89.325,139.077,0.867,0
H02,River_Gate,2024-10-09 16:15:00,125.0,73.395,124.186,0.872,0
H02,River_Gate,2024-07-19 23:15:00,125.0,76.245,132.033,0.868,0
H03,Canyon_Run,2024-07-02 09:45:00,95.0,72.541,106.041,0.935,0
H02,River_Gate,2024-06-03 17:15:00,125.0,109.707,182.627,0.904,0
H01,Andean_Falls,2024-05-21 16:00:00,180.0,168.038,250.713,0.87,0
H01,Andean_Falls,2024-03-21 19:15:00,180.0,180.0,301.291,0.871,0
H03,Canyon_Run,2024-11-29 13:30:00,95.0,73.055,109.74,0.864,0
H01,Andean_Falls,2024-03-30 19:00:00,180.0,179.197,274.552,0.85,0
H01,Andean_Falls,2024-03-09 16:00:00,180.0,180.0,289.705,0.869,0
H03,Canyon_Run,2024-07-19 11:30:00,95.0,52.417,79.035,0.897,0
H03,Canyon_Run,2024-03-16 23:30:00,95.0,91.306,140.901,0.879,0
H01,Andean_Falls,2024-04-03 23:45:00,180.0,180.0,280.376,0.886,0
H01,Andean_Falls,2024-02-25 16:30:00,180.0,180.0,259.957,0.903,0
H03,Canyon_Run,2024-06-24 08:00:00,95.0,72.705,106.778,0.919,0
H01,Andean_Falls,2024-04-08 18:15:00,180.0,180.0,278.479,0.861,0
H03,Canyon_Run,2024-04-24 08:00:00,95.0,95.0,138.823,0.925,0
H03,Canyon_Run,2024-10-29 21:45:00,95.0,50.423,79.072,0.882,0
H02,River_Gate,2024-03-05 02:00:00,125.0,125.0,231.672,0.916,0
H02,River_Gate,2024-10-20 03:45:00,125.0,75.342,121.875,0.918,0
H01,Andean_Falls,2024-11-10 22:15:00,180.0,103.46,149.95,0.882,0
H03,Canyon_Run,2024-09-10 15:45:00,95.0,47.802,75.663,0.886,0
H01,Andean_Falls,2024-04-02 05:00:00,180.0,180.0,275.098,0.913,0
H03,Canyon_Run,2024-08-08 09:30:00,95.0,49.928,76.87,0.913,0
H02,River_Gate,2024-05-13 02:00:00,125.0,125.0,202.521,0.93,0
H03,Canyon_Run,2024-08-28 19:30:00,95.0,41.022,62.109,0.866,0
H03,Canyon_Run,2024-10-07 17:00:00,95.0,52.321,77.379,0.888,0
H02,River_Gate,2024-08-23 19:30:00,125.0,72.207,117.519,0.898,0
H03,Canyon_Run,2024-04-24 09:30:00,95.0,95.0,141.661,0.913,0
H01,Andean_Falls,2024-11-06 18:45:00,180.0,93.072,139.597,0.851,0
H01,Andean_Falls,2024-11-30 05:45:00,180.0,126.668,168.261,0.943,0
H03,Canyon_Run,2024-05-17 09:30:00,95.0,84.052,122.671,0.897,0
H01,Andean_Falls,2024-12-17 02:00:00,180.0,138.789,193.761,0.926,0
H03,Canyon_Run,2024-07-31 23:15:00,95.0,52.219,80.182,0.871,0
H02,River_Gate,2024-02-21 13:45:00,125.0,125.0,226.511,0.85,0
H02,River_Gate,2024-02-09 13:00:00,125.0,125.0,211.908,0.897,0
H01,Andean_Falls,2024-05-01 08:30:00,180.0,180.0,271.631,0.928,0
H03,Canyon_Run,2024-03-15 12:45:00,95.0,95.0,138.874,0.926,0
H01,Andean_Falls,2024-04-09 13:30:00,180.0,180.0,277.264,0.898,0
H03,Canyon_Run,2024-01-14 21:00:00,95.0,95.0,144.164,0.904,0
H01,Andean_Falls,2024-02-02 16:15:00,180.0,160.889,245.032,0.848,0
H02,River_Gate,2024-08-16 11:00:00,125.0,66.297,106.644,0.907,0
H03,Canyon_Run,2024-11-07 20:15:00,95.0,56.527,83.779,0.892,0
H02,River_Gate,2024-03-09 15:45:00,125.0,125.0,230.536,0.882,0
H01,Andean_Falls,2024-08-04 10:15:00,180.0,110.849,154.493,0.934,0
H03,Canyon_Run,2024-08-30 12:00:00,95.0,48.19,70.7,0.892,0
H01,Andean_Falls,2024-10-23 02:45:00,180.0,102.707,141.707,0.921,0
H03,Canyon_Run,2024-12-08 23:45:00,95.0,78.915,118.371,0.893,0
H03,Canyon_Run,2024-03-14 05:00:00,95.0,95.0,150.742,0.943,0
H02,River_Gate,2024-03-01 02:30:00,125.0,125.0,223.219,0.928,0
H02,River_Gate,2024-12-12 23:00:00,125.0,102.19,159.6,0.903,0
H02,River_Gate,2024-12-12 08:30:00,125.0,100.604,161.439,0.926,0
H02,River_Gate,2024-10-25 10:30:00,125.0,71.681,120.161,0.908,0
H01,Andean_Falls,2024-09-28 11:45:00,180.0,91.607,130.449,0.893,0
H03,Canyon_Run,2024-08-22 01:15:00,95.0,57.471,78.545,0.906,0
H01,Andean_Falls,2024-04-20 09:15:00,180.0,180.0,280.016,0.939,0
H03,Canyon_Run,2024-03-03 08:15:00,95.0,95.0,155.268,0.917,0
H03,Canyon_Run,2024-09-05 07:15:00,95.0,54.842,82.994,0.924,0
H03,Canyon_Run,2024-10-11 13:30:00,95.0,50.206,76.746,0.895,0
H01,Andean_Falls,2024-01-31 02:45:00,180.0,157.266,222.301,0.917,0
H02,River_Gate,2024-11-25 10:45:00,125.0,97.283,157.419,0.927,0
H03,Canyon_Run,2024-12-28 15:30:00,95.0,93.203,140.156,0.881,0
H03,Canyon_Run,2024-01-14 23:30:00,95.0,85.949,130.789,0.873,0
H01,Andean_Falls,2024-02-12 04:30:00,180.0,180.0,251.202,0.92,0
H02,River_Gate,2024-01-02 18:45:00,125.0,110.249,181.665,0.872,0
H01,Andean_Falls,2024-10-29 00:45:00,180.0,102.713,142.059,0.918,0
H02,River_Gate,2024-07-13 19:15:00,125.0,86.234,139.53,0.863,0
H02,River_Gate,2024-12-20 17:15:00,125.0,103.389,170.55,0.913,0
H03,Canyon_Run,2024-05-22 18:30:00,95.0,73.986,114.229,0.859,0
H01,Andean_Falls,2024-12-11 18:45:00,180.0,127.031,193.537,0.833,0
H01,Andean_Falls,2024-10-10 16:15:00,180.0,93.158,141.104,0.883,0
H01,Andean_Falls,2024-12-28 20:45:00,180.0,145.102,202.77,0.878,0
H01,Andean_Falls,2024-01-26 12:30:00,180.0,166.949,232.998,0.903,0
H01,Andean_Falls,2024-03-17 05:00:00,180.0,180.0,270.999,0.942,0
H01,Andean_Falls,2024-06-27 01:45:00,180.0,143.961,199.927,0.905,0
H02,River_Gate,2024-10-24 01:45:00,125.0,75.649,119.899,0.934,0
H03,Canyon_Run,2024-04-23 23:00:00,95.0,95.0,144.903,0.871,0
H02,River_Gate,2024-03-10 09:00:00,125.0,125.0,234.723,0.932,0
H02,River_Gate,2024-05-30 07:30:00,125.0,114.539,182.232,0.934,0
H02,River_Gate,2024-01-20 07:30:00,125.0,125.0,194.954,0.945,0
H01,Andean_Falls,2024-06-19 18:15:00,180.0,151.62,219.392,0.875,0
H02,River_Gate,2024-05-24 23:15:00,125.0,114.102,187.201,0.908,0
H01,Andean_Falls,2024-09-12 21:15:00,180.0,94.802,140.072,0.882,0
H01,Andean_Falls,2024-01-15 06:30:00,180.0,163.705,224.308,0.938,0
H01,Andean_Falls,2024-12-16 02:00:00,180.0,123.73,176.078,0.91,0
H01,Andean_Falls,2024-07-08 00:15:00,180.0,146.106,202.111,0.914,0
H01,Andean_Falls,2024-04-14 12:00:00,180.0,180.0,277.96,0.922,0
H03,Canyon_Run,2024-12-26 14:00:00,95.0,90.908,135.604,0.878,0
H03,Canyon_Run,2024-09-13 14:45:00,95.0,43.93,62.948,0.869,0
H03,Canyon_Run,2024-05-05 01:00:00,95.0,94.62,146.138,0.868,0
H02,River_Gate,2024-03-29 13:15:00,125.0,125.0,220.925,0.923,0
H02,River_Gate,2024-02-29 03:45:00,125.0,125.0,224.03,0.915,0
H03,Canyon_Run,2024-09-13 10:45:00,95.0,50.928,81.496,0.907,0
H01,Andean_Falls,2024-11-16 09:00:00,180.0,110.01,152.309,0.912,0
H02,River_Gate,2024-12-19 10:45:00,125.0,97.617,165.91,0.887,0
H02,River_Gate,2024-05-03 11:45:00,125.0,120.215,196.799,0.898,0
H03,Canyon_Run,2024-12-25 12:15:00,95.0,87.087,129.08,0.884,0
H03,Canyon_Run,2024-12-24 14:00:00,95.0,78.602,123.923,0.892,0
H03,Canyon_Run,2024-06-18 06:15:00,95.0,79.367,115.361,0.936,0
H03,Canyon_Run,2024-09-07 09:00:00,95.0,40.794,61.348,0.909,0
H01,Andean_Falls,2024-04-24 16:30:00,180.0,180.0,278.329,0.907,0
H02,River_Gate,2024-12-26 12:00:00,125.0,114.67,183.043,0.916,0
H03,Canyon_Run,2024-12-16 18:30:00,95.0,81.137,122.455,0.859,0
H01,Andean_Falls,2024-11-12 20:45:00,180.0,106.418,149.943,0.87,0
H03,Canyon_Run,2024-05-02 10:30:00,95.0,95.0,149.113,0.906,0
H02,River_Gate,2024-07-12 22:45:00,125.0,82.642,138.409,0.885,0
H03,Canyon_Run,2024-09-24 13:45:00,95.0,56.6,88.895,0.856,0
H01,Andean_Falls,2024-11-23 04:15:00,180.0,119.237,166.249,0.925,0
H01,Andean_Falls,2024-08-17 08:15:00,180.0,108.319,151.007,0.92,0
H02,River_Gate,2024-01-10 13:00:00,125.0,124.512,197.607,0.92,0
H02,River_Gate,2024-08-12 06:15:00,125.0,74.096,121.98,,0
H02,River_Gate,2024-12-16 08:00:00,125.0,103.098,169.036,0.913,0
H01,Andean_Falls,2024-02-04 18:15:00,180.0,172.294,248.395,0.884,0
H01,Andean_Falls,2024-10-04 18:45:00,180.0,94.568,138.241,0.864,0
H01,Andean_Falls,2024-05-28 22:00:00,180.0,169.714,242.784,0.904,0
H01,Andean_Falls,2024-06-21 23:15:00,180.0,154.012,221.895,0.896,0
H02,River_Gate,2024-04-18 20:00:00,125.0,123.896,209.017,0.87,0
H01,Andean_Falls,2024-08-17 09:45:00,180.0,120.643,165.913,0.936,0
H02,River_Gate,2024-10-15 02:30:00,125.0,67.623,103.552,0.931,0
H01,Andean_Falls,2024-11-26 20:30:00,180.0,118.61,175.941,0.85,0
H02,River_Gate,2024-06-22 08:15:00,125.0,104.126,161.123,0.909,0
H01,Andean_Falls,2024-09-06 02:15:00,180.0,103.683,147.652,0.903,0
H02,River_Gate,2024-10-08 04:00:00,125.0,76.412,119.04,0.908,0
H02,River_Gate,2024-05-14 13:00:00,125.0,109.279,181.579,0.88,0
H03,Canyon_Run,2024-07-27 17:15:00,95.0,55.612,82.412,0.881,0
H03,Canyon_Run,2024-11-01 14:45:00,95.0,59.881,92.094,0.89,0
H01,Andean_Falls,2024-11-13 07:45:00,180.0,119.928,166.439,0.914,0
H02,River_Gate,2024-11-30 00:30:00,125.0,84.478,140.718,0.9,0
H02,River_Gate,2024-04-04 18:30:00,125.0,125.0,230.515,0.856,0
H03,Canyon_Run,2024-10-15 16:45:00,95.0,60.313,92.568,0.869,0
H02,River_Gate,2024-09-13 07:30:00,125.0,79.531,120.718,0.936,0
H02,River_Gate,2024-05-04 22:15:00,125.0,117.718,201.908,0.884,0
H03,Canyon_Run,2024-02-14 00:15:00,95.0,95.0,157.233,0.9,0
H01,Andean_Falls,2024-01-23 15:30:00,180.0,154.159,227.833,0.882,0
H03,Canyon_Run,2024-02-08 17:45:00,95.0,95.0,148.247,0.883,0
H02,River_Gate,2024-01-03 14:00:00,125.0,112.479,184.847,0.895,0
H03,Canyon_Run,2024-09-14 21:15:00,95.0,54.294,84.292,0.855,0
H03,Canyon_Run,2024-11-13 13:30:00,95.0,67.328,100.773,0.89,0
H01,Andean_Falls,2024-12-24 19:15:00,180.0,140.591,206.609,0.874,0
H03,Canyon_Run,2024-08-05 22:15:00,95.0,50.692,83.041,0.864,0
H03,Canyon_Run,2024-01-05 03:15:00,95.0,95.0,143.601,0.919,0
H03,Canyon_Run,2024-02-07 12:30:00,95.0,95.0,158.325,0.903,0
H03,Canyon_Run,2024-01-04 17:30:00,95.0,87.97,133.523,0.876,0
H01,Andean_Falls,2024-04-29 18:45:00,180.0,180.0,266.004,0.896,0
H02,River_Gate,2024-06-30 08:45:00,125.0,94.298,153.462,0.904,0
H01,Andean_Falls,2024-04-28 11:00:00,180.0,180.0,283.962,0.904,0
H02,River_Gate,2024-06-07 14:15:00,125.0,106.249,175.643,0.884,0
H01,Andean_Falls,2024-06-06 10:30:00,180.0,176.372,246.977,0.916,0
H01,Andean_Falls,2024-02-07 18:45:00,180.0,167.892,246.949,0.87,0
H02,River_Gate,2024-12-11 03:00:00,125.0,99.651,156.97,0.923,0
H01,Andean_Falls,2024-01-02 07:45:00,180.0,149.215,208.351,0.928,0
H03,Canyon_Run,2024-06-13 02:15:00,95.0,67.447,96.881,0.916,0
H03,Canyon_Run,2024-07-31 00:15:00,95.0,54.412,78.866,0.9,0
H03,Canyon_Run,2024-10-23 15:15:00,95.0,56.034,82.802,0.88,0
H02,River_Gate,2024-03-01 09:15:00,125.0,125.0,225.023,0.889,0
H01,Andean_Falls,2024-03-06 22:15:00,180.0,180.0,270.0,0.872,0
H02,River_Gate,2024-01-10 09:30:00,125.0,122.85,191.547,0.923,0
H03,Canyon_Run,2024-07-20 23:15:00,95.0,62.462,93.562,0.923,0
H01,Andean_Falls,2024-06-15 00:15:00,180.0,160.471,224.588,0.906,0
H03,Canyon_Run,2024-03-17 12:45:00,95.0,95.0,152.222,0.891,0
H01,Andean_Falls,2024-12-24 07:45:00,180.0,145.609,201.183,0.931,0
H02,River_Gate,2024-01-25 08:45:00,125.0,125.0,212.139,0.908,0
H02,River_Gate,2024-08-09 22:30:00,125.0,69.313,115.358,0.879,0
H02,River_Gate,2024-10-18 00:30:00,125.0,72.708,126.685,0.914,0
H01,Andean_Falls,2024-02-21 03:45:00,180.0,180.0,281.083,0.926,0
H02,River_Gate,2024-09-20 08:30:00,125.0,67.388,107.864,0.923,0
H01,Andean_Falls,2024-07-21 22:30:00,180.0,116.413,171.123,0.865,0
H01,Andean_Falls,2024-08-11 19:30:00,180.0,102.651,151.468,0.876,0
H02,River_Gate,2024-11-01 04:30:00,125.0,75.221,125.389,0.916,0
H02,River_Gate,2024-07-04 20:15:00,125.0,86.029,143.206,0.878,0
H01,Andean_Falls,2024-01-03 21:30:00,180.0,138.162,201.877,0.872,0
H01,Andean_Falls,2024-10-14 10:45:00,180.0,94.385,129.462,0.914,0
H02,River_Gate,2024-01-25 03:15:00,125.0,125.0,203.786,0.916,0
H02,River_Gate,2024-04-09 12:45:00,125.0,125.0,220.344,0.901,0
H01,Andean_Falls,2024-09-14 06:45:00,180.0,90.516,129.313,0.906,0
H02,River_Gate,2024-04-21 11:45:00,125.0,125.0,208.347,0.914,0
H01,Andean_Falls,2024-01-29 01:30:00,180.0,172.629,245.936,0.913,0
H02,River_Gate,2024-09-26 10:30:00,125.0,67.314,105.282,0.907,0
H02,River_Gate,2024-07-31 04:45:00,125.0,71.412,120.103,0.911,0
H01,Andean_Falls,2024-01-25 22:30:00,180.0,161.325,235.19,0.877,0
H01,Andean_Falls,2024-07-03 20:30:00,180.0,149.167,221.321,0.856,0
H01,Andean_Falls,2024-09-01 20:15:00,180.0,91.071,137.071,0.855,0
H02,River_Gate,2024-07-13 11:45:00,125.0,91.438,147.878,0.899,0
H03,Canyon_Run,2024-02-21 10:30:00,95.0,95.0,151.481,0.908,0
H03,Canyon_Run,2024-10-07 17:45:00,95.0,54.196,79.356,0.895,0
H03,Canyon_Run,2024-01-21 13:00:00,95.0,95.0,144.683,0.913,0
H01,Andean_Falls,2024-06-21 00:00:00,180.0,149.458,212.073,0.9,0
H01,Andean_Falls,2024-09-25 21:45:00,180.0,106.144,151.537,0.89,0
H01,Andean_Falls,2024-11-28 19:00:00,180.0,114.905,170.698,0.87,0
H03,Canyon_Run,2024-01-02 12:30:00,95.0,88.164,134.408,0.861,0
H03,Canyon_Run,2024-05-22 13:45:00,95.0,77.513,112.422,0.892,0
H03,Canyon_Run,2024-09-04 09:30:00,95.0,53.761,70.227,0.937,0
H01,Andean_Falls,2024-05-19 12:15:00,180.0,171.132,240.343,0.894,0
H03,Canyon_Run,2024-10-26 21:30:00,95.0,68.268,105.16,0.884,0
H01,Andean_Falls,2024-02-24 08:45:00,180.0,180.0,258.151,0.91,0
H01,Andean_Falls,2024-07-24 14:00:00,180.0,135.629,192.384,0.896,0
H01,Andean_Falls,2024-08-08 10:15:00,180.0,115.601,161.119,0.899,0
H01,Andean_Falls,2024-03-13 04:45:00,180.0,180.0,270.303,0.895,0
H03,Canyon_Run,2024-03-14 02:00:00,95.0,95.0,146.827,0.917,0
H01,Andean_Falls,2024-09-25 00:45:00,180.0,97.123,139.82,0.884,0
H03,Canyon_Run,2024-01-17 16:00:00,95.0,84.638,131.608,0.855,0
H02,River_Gate,2024-01-05 03:15:00,125.0,121.781,186.454,0.965,0
H03,Canyon_Run,2024-02-09 10:15:00,95.0,95.0,148.169,0.908,0
H01,Andean_Falls,2024-03-28 01:00:00,180.0,180.0,284.477,0.899,0
H02,River_Gate,2024-11-04 21:00:00,125.0,74.814,131.479,0.839,0
H02,River_Gate,2024-08-09 02:30:00,125.0,78.534,126.622,0.916,0
H01,Andean_Falls,2024-11-09 12:15:00,180.0,111.524,156.081,0.927,0
H03,Canyon_Run,2024-04-27 22:15:00,95.0,95.0,144.113,0.89,0
H01,Andean_Falls,2024-01-14 02:00:00,180.0,168.932,226.584,0.944,0
H01,Andean_Falls,2024-07-13 01:15:00,180.0,132.698,187.167,0.91,0
