river_basin,plant_id,datetime,reservoir_level_m,inflow_m3s,rainfall_mm,temperature_c
Basin_A,H01,2024-08-29 18:45:00,1249.979,153.444,0.0,15.209
Basin_C,H03,2024-07-14 08:00:00,3096.904,96.669,0.174,13.97
Basin_A,H01,2024-04-30 22:00:00,1251.93,279.646,0.496,21.363
Basin_C,H03,2024-07-02 07:45:00,3097.736,100.884,0.0,13.621
Basin_B,H02,2024-03-12 05:30:00,981.81,231.409,0.4,18.501
Basin_B,H02,2024-05-19 17:45:00,979.906,191.119,0.458,18.253
Basin_C,H03,2024-11-11 13:15:00,3094.682,101.813,0.297,10.721
Basin_C,H03,2024-03-25 09:30:00,3101.508,163.791,0.793,18.871
Basin_C,H03,2024-10-01 22:30:00,3095.703,82.857,0.061,11.196
Basin_B,H02,2024-12-25 07:45:00,980.441,178.555,0.328,15.514
Basin_A,H01,2024-02-13 05:45:00,,279.554,0.349,20.378
Basin_C,H03,2024-06-08 21:15:00,3097.422,111.815,0.547,15.305
Basin_B,H02,2024-05-26 18:30:00,979.624,195.137,0.322,17.736
Basin_C,H03,2024-09-27 00:15:00,3095.492,79.978,0.003,9.909
Basin_A,H01,2024-08-18 23:45:00,1249.421,161.352,0.047,15.411
Basin_A,H01,2024-04-06 19:15:00,1252.873,299.1,0.438,21.854
Basin_A,H01,2024-04-09 01:00:00,1252.92,293.759,0.674,21.761
Basin_B,H02,2024-02-03 06:30:00,981.373,227.929,0.592,17.15
Basin_A,H01,2024-10-22 16:00:00,1249.421,151.849,0.0,12.516
Basin_C,H03,2024-12-18 08:00:00,3094.148,132.678,0.406,13.242
Basin_B,H02,2024-05-16 11:30:00,980.63,208.062,0.802,19.39
Basin_C,H03,2024-04-27 03:15:00,3099.973,146.398,0.697,17.507
Basin_B,H02,2024-10-04 01:30:00,978.763,120.418,0.0,12.099
Basin_B,H02,2024-09-06 09:30:00,981.014,120.946,0.16,12.145
Basin_A,H01,2024-08-24 18:45:00,1250.129,151.246,0.7,14.518
Basin_A,H01,2024-11-26 18:30:00,1249.324,177.899,0.059,14.943
Basin_B,H02,2024-05-25 06:30:00,979.985,201.611,0.95,19.051
Basin_B,H02,2024-08-21 17:45:00,980.975,123.519,0.0,13.905
Basin_A,H01,2024-07-16 06:15:00,1249.096,205.426,0.101,18.064
Basin_C,H03,2024-01-04 14:45:00,3100.934,153.318,0.516,14.669
Basin_A,H01,2024-02-01 05:45:00,1250.217,259.273,0.386,19.959
Basin_C,H03,2024-03-14 05:30:00,3101.287,159.602,0.709,17.286
Basin_B,H02,2024-08-03 07:45:00,981.434,136.702,0.036,13.774
Basin_A,H01,2024-12-14 04:15:00,1249.073,192.852,0.061,17.154
Basin_B,H02,2024-10-14 20:15:00,979.11,112.738,0.001,12.48
Basin_A,H01,2024-11-24 20:15:00,1249.057,181.039,0.0,15.763
Basin_C,H03,2024-08-17 20:30:00,3094.951,85.454,0.0,10.926
Basin_B,H02,2024-01-03 04:30:00,979.903,185.937,0.323,15.109
Basin_A,H01,2024-01-20 14:00:00,1250.483,251.71,0.665,19.06
Basin_C,H03,2024-02-02 19:45:00,3100.926,152.889,0.801,16.202
Basin_C,H03,2024-08-01 06:45:00,3095.877,86.735,0.486,13.016
Basin_C,H03,2024-02-01 02:45:00,3100.592,148.671,0.454,16.384
Basin_C,H03,2024-07-05 09:15:00,3097.288,97.38,0.443,13.073
Basin_C,H03,2024-07-18 10:30:00,3096.291,87.88,0.169,13.02
Basin_C,H03,2024-07-17 02:00:00,3096.527,102.461,0.0,14.082
Basin_A,H01,2024-11-13 18:30:00,1249.771,160.503,0.0,13.431
Basin_B,H02,2024-04-07 06:45:00,982.279,223.637,1.282,19.608
Basin_A,H01,2024-06-20 03:45:00,1249.495,243.316,0.434,19.674
Basin_C,H03,2024-08-16 06:30:00,3095.251,80.686,0.033,10.845
Basin_B,H02,2024-08-16 05:15:00,981.854,125.648,0.0,13.206
Basin_C,H03,2024-12-04 16:30:00,3095.431,116.116,0.453,12.98
Basin_C,H03,2024-04-19 18:00:00,3101.561,158.402,0.184,18.452
Basin_B,H02,2024-02-22 16:45:00,981.202,233.496,0.445,18.756
Basin_A,H01,2024-03-26 17:15:00,1253.049,301.068,0.673,21.632
Basin_A,H01,2024-08-28 15:15:00,1250.038,148.386,0.111,14.61
Basin_A,H01,2024-03-26 18:45:00,1253.048,301.387,0.597,21.805
Basin_C,H03,2024-08-22 20:00:00,3095.194,86.39,0.0,11.305
Basin_A,H01,2024-08-03 13:00:00,1250.427,179.089,0.123,15.551
Basin_B,H02,2024-02-04 09:00:00,981.489,226.253,0.524,17.499
Basin_A,H01,2024-02-13 05:00:00,1250.408,269.698,1.118,20.535
Basin_A,H01,2024-04-10 16:45:00,1252.59,293.683,0.467,22.255
Basin_B,H02,2024-09-24 22:30:00,978.842,108.046,0.147,11.866
Basin_A,H01,2024-04-30 16:45:00,1251.917,281.678,1.321,21.644
Basin_A,H01,2024-10-02 16:30:00,1249.749,144.828,0.0,14.07
Basin_B,H02,2024-02-22 06:00:00,981.334,234.453,0.534,19.018
Basin_C,H03,2024-06-19 10:15:00,3097.219,100.532,0.2,14.392
Basin_C,H03,2024-11-19 08:00:00,3095.337,111.319,0.47,12.207
Basin_C,H03,2024-09-22 19:00:00,3096.291,81.445,0.091,9.188
Basin_A,H01,2024-02-20 03:15:00,1250.707,274.303,0.357,21.436
Basin_A,H01,2024-07-15 01:30:00,1249.024,214.578,0.747,15.079
Basin_A,H01,2024-05-16 04:45:00,1251.454,270.863,0.329,21.942
Basin_B,H02,2024-05-30 00:00:00,979.383,200.01,0.476,17.552
Basin_A,H01,2024-11-22 14:00:00,1249.318,176.875,0.635,14.978
Basin_B,H02,2024-06-03 21:15:00,979.319,189.881,0.316,17.023
Basin_B,H02,2024-09-06 07:45:00,980.835,109.934,0.489,12.027
Basin_C,H03,2024-03-19 20:00:00,3101.638,157.981,0.39,17.35
Basin_C,H03,2024-04-11 09:15:00,3100.627,155.379,0.23,17.531
Basin_A,H01,2024-09-11 02:15:00,1249.211,142.129,0.315,13.755
Basin_C,H03,2024-01-31 16:15:00,3101.069,167.655,0.403,15.903
Basin_A,H01,2024-07-10 04:15:00,1249.113,214.402,0.103,18.189
Basin_B,H02,2024-02-15 21:30:00,981.128,225.411,1.702,18.839
Basin_B,H02,2024-06-22 22:30:00,980.005,180.689,0.065,17.504
Basin_C,H03,2024-09-13 12:45:00,3094.789,67.772,0.0,10.932
Basin_C,H03,2024-10-07 06:15:00,3095.871,89.473,0.241,10.834
Basin_A,H01,2024-06-27 06:45:00,1249.065,221.654,0.181,19.128
Basin_C,H03,2024-08-29 03:00:00,3094.505,74.655,0.0,10.482
Basin_C,H03,2024-09-22 03:15:00,3096.213,80.98,0.237,10.847
Basin_B,H02,2024-03-24 22:30:00,982.751,241.051,0.458,20.807
Basin_A,H01,2024-02-03 18:15:00,1250.42,279.645,0.381,19.91
Basin_A,H01,2024-05-24 01:00:00,1251.013,268.121,0.608,20.164
Basin_A,H01,2024-07-12 13:15:00,1248.992,209.582,0.142,18.765
Basin_C,H03,2024-09-17 22:00:00,3096.077,91.3,0.471,10.611
Basin_B,H02,2024-06-12 10:15:00,979.69,174.943,0.481,17.217
Basin_B,H02,2024-02-16 20:45:00,981.448,231.838,0.839,19.505
Basin_B,H02,2024-03-19 05:45:00,982.653,244.976,0.641,19.897
Basin_B,H02,2024-03-31 05:15:00,982.411,239.277,0.406,20.474
Basin_C,H03,2024-10-02 13:00:00,3095.756,81.55,0.197,10.66
Basin_C,H03,2024-07-18 17:15:00,3096.561,95.573,0.0,13.257
Basin_A,H01,2024-04-05 21:30:00,1253.044,303.086,0.569,22.487
Basin_A,H01,2024-05-11 23:30:00,1251.949,278.447,0.388,20.67
Basin_B,H02,2024-08-01 06:00:00,981.394,134.228,0.102,13.786
Basin_B,H02,2024-03-20 05:15:00,982.181,234.833,0.491,20.41
Basin_A,H01,2024-10-09 01:30:00,1250.037,149.932,0.166,13.706
Basin_B,H02,2024-10-09 16:15:00,978.835,123.104,0.0,13.123
Basin_B,H02,2024-07-19 23:15:00,981.427,141.937,0.365,15.671
Basin_C,H03,2024-07-02 09:45:00,3097.833,107.429,0.197,14.215
Basin_B,H02,2024-06-03 17:15:00,979.19,188.889,0.127,16.695
Basin_A,H01,2024-05-21 16:00:00,1250.718,264.487,0.332,20.409
Basin_A,H01,2024-03-21 19:15:00,1252.512,309.658,0.428,21.685
Basin_C,H03,2024-11-29 13:30:00,3095.752,118.523,0.418,12.746
Basin_A,H01,2024-03-30 19:00:00,1252.941,292.234,0.405,22.914
Basin_A,H01,2024-03-09 16:00:00,1252.355,300.146,0.758,21.93
Basin_C,H03,2024-07-19 11:30:00,3096.175,88.03,0.0,11.618
Basin_C,H03,2024-03-16 23:30:00,3101.24,154.669,0.345,17.274
Basin_A,H01,2024-04-03 23:45:00,1253.184,302.215,0.711,21.719
Basin_A,H01,2024-02-25 16:30:00,1251.292,281.489,0.361,21.153
Basin_C,H03,2024-06-24 08:00:00,3097.49,112.968,0.0,14.772
Basin_A,H01,2024-04-08 18:15:00,1253.052,293.751,0.457,22.141
Basin_C,H03,2024-04-24 08:00:00,3100.594,141.961,0.397,17.444
Basin_C,H03,2024-10-29 21:45:00,3095.634,86.983,0.72,10.338
Basin_B,H02,2024-03-05 02:00:00,981.492,245.309,0.434,18.353
Basin_B,H02,2024-10-20 03:45:00,979.213,131.94,0.197,12.369
Basin_A,H01,2024-11-10 22:15:00,1249.754,146.085,0.026,14.627
Basin_C,H03,2024-09-10 15:45:00,3095.008,79.643,0.0,9.019
Basin_A,H01,2024-04-02 05:00:00,1252.819,286.984,0.49,21.069
Basin_C,H03,2024-08-08 09:30:00,3095.339,84.237,0.131,10.509
Basin_B,H02,2024-05-13 02:00:00,980.451,212.554,0.446,19.116
Basin_C,H03,2024-08-28 19:30:00,3094.351,67.831,0.0,10.516
Basin_C,H03,2024-10-07 17:00:00,3095.69,88.708,0.203,11.008
Basin_B,H02,2024-08-23 19:30:00,981.06,120.585,0.095,13.158
Basin_C,H03,2024-04-24 09:30:00,3100.559,140.372,0.435,17.833
Basin_A,H01,2024-11-06 18:45:00,1249.813,146.523,0.471,14.658
Basin_A,H01,2024-11-30 05:45:00,1248.97,175.344,0.117,15.371
Basin_C,H03,2024-05-17 09:30:00,3098.595,127.99,0.388,17.147
Basin_A,H01,2024-12-17 02:00:00,1249.398,201.978,0.063,17.386
Basin_C,H03,2024-07-31 23:15:00,3095.622,78.924,0.0,11.371
Basin_B,H02,2024-02-21 13:45:00,981.393,237.185,0.473,19.135
Basin_B,H02,2024-02-09 13:00:00,981.011,223.035,0.897,18.363
Basin_A,H01,2024-05-01 08:30:00,1252.305,295.631,0.394,21.682
Basin_C,H03,2024-03-15 12:45:00,3101.386,154.405,0.438,17.309
Basin_A,H01,2024-04-09 13:30:00,1252.826,292.734,0.408,22.426
Basin_C,H03,2024-01-14 21:00:00,3100.602,144.677,1.055,14.895
Basin_A,H01,2024-02-02 16:15:00,1249.937,255.199,0.475,19.276
Basin_B,H02,2024-08-16 11:00:00,981.813,118.641,0.348,14.246
Basin_C,H03,2024-11-07 20:15:00,3094.534,91.087,0.491,10.614
Basin_B,H02,2024-03-09 15:45:00,981.586,242.509,0.742,20.055
Basin_A,H01,2024-08-04 10:15:00,1249.779,160.713,0.901,15.651
Basin_C,H03,2024-08-30 12:00:00,3094.481,73.33,0.139,10.316
Basin_A,H01,2024-10-23 02:45:00,1249.441,156.101,0.0,14.096
Basin_C,H03,2024-12-08 23:45:00,3095.369,124.826,0.723,12.336
Basin_C,H03,2024-03-14 05:00:00,3101.336,161.814,0.786,18.485
Basin_B,H02,2024-03-01 02:30:00,981.274,237.797,0.473,19.981
Basin_B,H02,2024-12-12 23:00:00,981.154,171.234,1.109,15.439
Basin_B,H02,2024-12-12 08:30:00,980.851,165.09,0.199,15.188
Basin_B,H02,2024-10-25 10:30:00,979.247,130.35,0.013,12.778
Basin_A,H01,2024-09-28 11:45:00,1250.299,146.882,0.0,12.897
Basin_C,H03,2024-08-22 01:15:00,3095.036,80.383,0.0,10.809
Basin_A,H01,2024-04-20 09:15:00,1252.581,298.032,0.393,20.915
Basin_C,H03,2024-03-03 08:15:00,3101.222,163.013,1.126,17.04
Basin_C,H03,2024-09-05 07:15:00,3094.592,87.809,0.095,10.947
Basin_C,H03,2024-10-11 13:30:00,3095.555,83.263,0.212,8.437
Basin_A,H01,2024-01-31 02:45:00,1250.378,246.288,0.523,20.375
Basin_B,H02,2024-11-25 10:45:00,981.088,161.804,0.17,12.776
Basin_C,H03,2024-12-28 15:30:00,3095.772,151.443,0.459,13.215
Basin_C,H03,2024-01-14 23:30:00,3100.519,138.705,0.645,14.839
Basin_A,H01,2024-02-12 04:30:00,1250.274,267.389,0.368,20.681
Basin_B,H02,2024-01-02 18:45:00,980.073,196.543,0.291,16.971
Basin_A,H01,2024-10-29 00:45:00,1249.636,155.987,0.0,15.088
Basin_B,H02,2024-07-13 19:15:00,981.848,142.921,0.07,15.368
Basin_B,H02,2024-12-20 17:15:00,981.035,183.639,0.597,15.523
Basin_C,H03,2024-05-22 18:30:00,3097.959,120.461,0.122,16.488
Basin_A,H01,2024-12-11 18:45:00,1249.325,196.96,0.801,17.476
Basin_A,H01,2024-10-10 16:15:00,1249.959,147.955,0.166,13.778
Basin_A,H01,2024-12-28 20:45:00,1249.835,209.891,0.276,18.512
Basin_A,H01,2024-01-26 12:30:00,1250.106,247.742,-0.46399999999999997,19.226
Basin_A,H01,2024-03-17 05:00:00,1252.338,289.057,0.439,23.134
Basin_A,H01,2024-06-27 01:45:00,1248.822,210.095,0.147,18.053
Basin_B,H02,2024-10-24 01:45:00,978.976,124.537,0.25,11.569
Basin_C,H03,2024-04-23 23:00:00,3101.0,144.952,0.243,18.751
Basin_B,H02,2024-03-10 09:00:00,981.769,243.027,0.724,19.218
Basin_B,H02,2024-05-30 07:30:00,979.494,194.898,0.714,17.393
Basin_B,H02,2024-01-20 07:30:00,980.818,207.902,0.408,17.293
Basin_A,H01,2024-06-19 18:15:00,1249.384,235.818,0.424,19.141
Basin_B,H02,2024-05-24 23:15:00,979.999,201.36,0.603,18.375
Basin_A,H01,2024-09-12 21:15:00,1249.622,146.115,0.222,15.703
Basin_A,H01,2024-01-15 06:30:00,1249.667,238.572,0.489,19.443
Basin_A,H01,2024-12-16 02:00:00,1249.536,193.996,0.187,16.355
Basin_A,H01,2024-07-08 00:15:00,1249.028,211.637,0.369,18.676
Basin_A,H01,2024-04-14 12:00:00,1252.598,297.968,0.432,21.643
Basin_C,H03,2024-12-26 14:00:00,3095.248,134.964,0.526,14.271
Basin_C,H03,2024-09-13 14:45:00,3094.822,72.233,0.016,10.807
Basin_C,H03,2024-05-05 01:00:00,3099.749,141.884,0.147,18.006
Basin_B,H02,2024-03-29 13:15:00,982.591,239.72,0.71,19.699
Basin_B,H02,2024-02-29 03:45:00,981.389,237.872,0.75,19.14
Basin_C,H03,2024-09-13 10:45:00,3095.109,84.65,0.0,9.544
Basin_A,H01,2024-11-16 09:00:00,1249.724,161.997,0.0,15.819
Basin_B,H02,2024-12-19 10:45:00,980.847,176.904,0.245,14.173
Basin_B,H02,2024-05-03 11:45:00,981.027,210.343,0.279,19.626
Basin_C,H03,2024-12-25 12:15:00,3094.773,133.721,0.579,13.431
Basin_C,H03,2024-12-24 14:00:00,3094.969,132.776,0.653,13.739
Basin_C,H03,2024-06-18 06:15:00,3097.611,122.32,0.434,15.061
Basin_C,H03,2024-09-07 09:00:00,3094.842,70.28,0.254,11.367
Basin_A,H01,2024-04-24 16:30:00,1252.519,292.059,0.445,21.509
Basin_B,H02,2024-12-26 12:00:00,980.628,191.794,0.74,14.88
Basin_C,H03,2024-12-16 18:30:00,3093.873,126.305,0.773,13.689
Basin_A,H01,2024-11-12 20:45:00,1249.901,162.744,0.0,14.992
Basin_C,H03,2024-05-02 10:30:00,3099.964,149.234,0.299,18.362
Basin_B,H02,2024-07-12 22:45:00,981.678,144.501,0.015,15.507
Basin_C,H03,2024-09-24 13:45:00,3096.598,90.332,0.734,10.114
Basin_A,H01,2024-11-23 04:15:00,1249.362,177.549,0.404,15.408
Basin_A,H01,2024-08-17 08:15:00,1249.375,151.791,0.148,14.97
Basin_B,H02,2024-01-10 13:00:00,980.251,206.02,0.31,16.267
Basin_B,H02,2024-08-12 06:15:00,981.607,132.291,0.0,13.905
Basin_B,H02,2024-12-16 08:00:00,981.485,180.922,0.623,14.833
Basin_A,H01,2024-02-04 18:15:00,1250.296,262.638,0.598,19.395
Basin_A,H01,2024-10-04 18:45:00,1249.866,148.874,0.179,14.389
Basin_A,H01,2024-05-28 22:00:00,1250.381,260.353,0.787,21.804
Basin_A,H01,2024-06-21 23:15:00,1248.991,230.652,0.652,18.736
Basin_B,H02,2024-04-18 20:00:00,981.722,226.606,0.372,19.458
Basin_A,H01,2024-08-17 09:45:00,1249.745,167.789,0.678,15.41
Basin_B,H02,2024-10-15 02:30:00,979.081,111.092,0.0,12.854
Basin_A,H01,2024-11-26 20:30:00,1249.411,182.468,0.056,17.081
Basin_B,H02,2024-06-22 08:15:00,979.585,158.919,0.121,16.029
Basin_A,H01,2024-09-06 02:15:00,1249.312,152.139,0.0,14.552
Basin_B,H02,2024-10-08 04:00:00,978.868,122.961,0.107,11.29
Basin_B,H02,2024-05-14 13:00:00,980.223,197.548,0.508,19.254
Basin_C,H03,2024-07-27 17:15:00,3095.755,87.761,0.41,11.664
Basin_C,H03,2024-11-01 14:45:00,3096.094,94.552,0.268,11.234
Basin_A,H01,2024-11-13 07:45:00,,168.535,0.0,14.604
Basin_B,H02,2024-11-30 00:30:00,980.93,159.987,0.125,13.39
Basin_B,H02,2024-04-04 18:30:00,982.456,237.101,0.384,19.726
Basin_C,H03,2024-10-15 16:45:00,3095.364,96.254,0.053,8.804
Basin_B,H02,2024-09-13 07:30:00,980.694,121.662,0.0,12.696
Basin_B,H02,2024-05-04 22:15:00,981.17,223.468,0.626,19.507
Basin_C,H03,2024-02-14 00:15:00,3100.621,166.172,0.394,17.323
Basin_A,H01,2024-01-23 15:30:00,1249.948,244.608,0.245,20.061
Basin_C,H03,2024-02-08 17:45:00,3100.566,157.424,0.618,17.697
Basin_B,H02,2024-01-03 14:00:00,980.005,193.537,0.316,15.852
Basin_C,H03,2024-09-14 21:15:00,3095.278,91.959,0.207,10.193
Basin_C,H03,2024-11-13 13:30:00,3094.847,112.65,0.346,10.474
Basin_A,H01,2024-12-24 19:15:00,1250.089,213.395,0.129,17.594
Basin_C,H03,2024-08-05 22:15:00,3095.291,73.267,0.015,12.722
Basin_C,H03,2024-01-05 03:15:00,3100.959,149.83,0.555,14.807
Basin_C,H03,2024-02-07 12:30:00,3100.754,169.068,0.862,16.689
Basin_C,H03,2024-01-04 17:30:00,3100.623,138.372,0.419,14.435
Basin_A,H01,2024-04-29 18:45:00,1252.16,285.362,0.395,21.577
Basin_B,H02,2024-06-30 08:45:00,980.049,163.71,0.319,15.353
Basin_A,H01,2024-04-28 11:00:00,1252.611,290.005,0.498,21.757
Basin_B,H02,2024-06-07 14:15:00,979.724,182.922,0.207,16.927
Basin_A,H01,2024-06-06 10:30:00,1250.125,246.444,0.276,20.36
Basin_A,H01,2024-02-07 18:45:00,1249.992,271.328,0.809,20.543
Basin_B,H02,2024-12-11 03:00:00,980.803,173.479,0.28,15.237
Basin_A,H01,2024-01-02 07:45:00,1249.777,219.245,0.29,18.143
Basin_C,H03,2024-06-13 02:15:00,3097.313,107.839,0.0,15.447
Basin_C,H03,2024-07-31 00:15:00,3095.515,76.864,0.297,11.364
Basin_C,H03,2024-10-23 15:15:00,3095.668,92.11,0.264,11.409
Basin_B,H02,2024-03-01 09:15:00,981.223,239.737,0.645,20.363
Basin_A,H01,2024-03-06 22:15:00,1252.121,290.406,0.442,21.913
Basin_B,H02,2024-01-10 09:30:00,980.011,201.839,1.032,16.55
Basin_C,H03,2024-07-20 23:15:00,3096.33,92.784,1.154,12.519
Basin_A,H01,2024-06-15 00:15:00,1249.318,243.291,0.413,17.53
Basin_C,H03,2024-03-17 12:45:00,3101.529,154.144,0.885,18.577
Basin_A,H01,2024-12-24 07:45:00,1249.953,211.509,0.214,16.826
Basin_B,H02,2024-01-25 08:45:00,981.095,219.615,0.46,17.292
Basin_B,H02,2024-08-09 22:30:00,981.445,125.774,0.096,13.029
Basin_B,H02,2024-10-18 00:30:00,979.305,124.634,0.01,12.186
Basin_A,H01,2024-02-21 03:45:00,1251.065,287.916,1.016,21.321
Basin_B,H02,2024-09-20 08:30:00,980.278,108.985,0.0,11.656
Basin_A,H01,2024-07-21 22:30:00,1248.914,179.164,0.129,16.34
Basin_A,H01,2024-08-11 19:30:00,1249.932,167.893,0.0,15.707
Basin_B,H02,2024-11-01 04:30:00,980.051,132.307,0.522,12.003
Basin_B,H02,2024-07-04 20:15:00,980.632,164.144,0.218,14.694
Basin_A,H01,2024-01-03 21:30:00,1249.997,224.383,0.262,17.044
Basin_A,H01,2024-10-14 10:45:00,1249.413,135.453,0.215,13.627
Basin_B,H02,2024-01-25 03:15:00,981.153,223.308,0.44,16.719
Basin_B,H02,2024-04-09 12:45:00,982.897,236.147,0.431,20.027
Basin_A,H01,2024-09-14 06:45:00,1249.567,141.587,0.0,14.305
Basin_B,H02,2024-04-21 11:45:00,981.422,218.485,0.591,19.68
Basin_A,H01,2024-01-29 01:30:00,1250.769,258.773,0.38,21.051
Basin_B,H02,2024-09-26 10:30:00,978.484,106.972,0.406,12.571
Basin_B,H02,2024-07-31 04:45:00,981.115,124.401,0.0,13.376
Basin_A,H01,2024-01-25 22:30:00,1250.173,251.541,0.547,19.798
Basin_A,H01,2024-07-03 20:30:00,1249.229,228.48,0.23,18.398
Basin_A,H01,2024-09-01 20:15:00,1249.76,154.941,0.283,14.167
Basin_B,H02,2024-07-13 11:45:00,982.259,158.562,0.0,15.656
Basin_C,H03,2024-02-21 10:30:00,3101.123,159.854,0.642,18.025
Basin_C,H03,2024-10-07 17:45:00,3095.589,84.524,0.171,9.325
Basin_C,H03,2024-01-21 13:00:00,3100.641,147.644,1.017,14.203
Basin_A,H01,2024-06-21 00:00:00,1249.05,232.681,0.344,18.456
Basin_A,H01,2024-09-25 21:45:00,1249.975,153.017,0.0,13.743
Basin_A,H01,2024-11-28 19:00:00,1249.219,184.077,0.236,15.514
Basin_C,H03,2024-01-02 12:30:00,3100.428,137.123,0.727,15.421
Basin_C,H03,2024-05-22 13:45:00,3098.105,122.639,0.045,15.735
Basin_C,H03,2024-09-04 09:30:00,3094.398,76.091,0.056,10.471
Basin_A,H01,2024-05-19 12:15:00,1251.116,265.704,0.395,21.521
Basin_C,H03,2024-10-26 21:30:00,3096.16,106.131,0.092,8.991
Basin_A,H01,2024-02-24 08:45:00,1250.98,275.178,0.669,21.125
Basin_A,H01,2024-07-24 14:00:00,1250.174,204.546,0.052,16.23
Basin_A,H01,2024-08-08 10:15:00,1249.912,172.168,0.36,15.131
Basin_A,H01,2024-03-13 04:45:00,1252.44,298.268,0.394,21.821
Basin_C,H03,2024-03-14 02:00:00,3101.278,155.675,1.751,18.605
Basin_A,H01,2024-09-25 00:45:00,1250.112,151.026,0.146,13.29
Basin_C,H03,2024-01-17 16:00:00,3100.843,143.53,0.51,15.608
Basin_B,H02,2024-01-05 03:15:00,980.139,197.071,0.601,16.421
Basin_C,H03,2024-02-09 10:15:00,3100.56,156.569,0.419,17.346
Basin_A,H01,2024-03-28 01:00:00,1252.968,296.52,1.032,21.901
Basin_B,H02,2024-11-04 21:00:00,980.507,141.041,0.565,12.526
Basin_B,H02,2024-08-09 02:30:00,981.662,128.88,0.0,12.276
Basin_A,H01,2024-11-09 12:15:00,1249.809,152.732,0.266,14.674
Basin_C,H03,2024-04-27 22:15:00,3099.999,145.527,0.21,17.579
Basin_A,H01,2024-01-14 02:00:00,1250.011,248.364,0.267,19.068
Basin_A,H01,2024-07-13 01:15:00,1248.698,198.805,0.08,17.835
Basin_C,H03,2024-05-26 15:30:00,3097.391,124.321,0.084,16.593
Basin_A,H01,2024-02-22 06:45:00,1251.153,283.174,0.35,21.124
Basin_A,H01,2024-05-02 08:30:00,1252.104,288.527,0.416,20.113
Basin_C,H03,2024-04-18 17:45:00,3101.019,144.672,0.467,19.017
Basin_C,H03,2024-06-10 09:30:00,3097.636,122.252,0.025,15.812
Basin_C,H03,2024-03-11 14:15:00,3101.527,165.667,0.345,18.332
Basin_A,H01,2024-08-30 15:45:00,1249.992,145.21,0.0,14.883
Basin_A,H01,2024-03-11 07:00:00,1252.23,289.244,0.437,21.229
Basin_B,H02,2024-08-24 23:00:00,980.968,118.56,0.073,12.659
Basin_C,H03,2024-10-20 06:45:00,3095.151,75.334,0.125,10.265
Basin_A,H01,2024-05-12 15:00:00,1252.103,269.528,0.394,20.354
Basin_C,H03,2024-08-17 07:00:00,3095.009,80.071,0.475,11.707
Basin_A,H01,2024-06-14 12:00:00,1249.664,248.827,0.932,19.14
Basin_A,H01,2024-09-07 09:00:00,1249.152,142.081,0.364,13.429
Basin_C,H03,2024-06-07 00:00:00,3097.141,107.426,0.0,14.767
Basin_C,H03,2024-04-29 17:00:00,3099.88,137.342,1.041,17.84
Basin_A,H01,2024-12-21 06:45:00,1249.935,209.178,0.239,17.501
Basin_C,H03,2024-01-22 18:45:00,3100.783,154.795,0.94,16.328
Basin_A,H01,2024-12-04 09:15:00,1248.338,178.528,0.033,15.968
Basin_B,H02,2024-03-11 12:30:00,981.692,226.967,0.464,20.303
Basin_C,H03,2024-05-21 08:30:00,3098.592,133.147,0.152,17.088
Basin_A,H01,2024-10-28 14:30:00,1249.553,146.509,0.367,14.525
Basin_B,H02,2024-02-15 22:00:00,981.045,222.001,0.509,19.784
Basin_A,H01,2024-12-14 12:00:00,1186.3399803465384,194.166,0.068,16.792
Basin_B,H02,2024-07-20 21:00:00,981.225,144.622,0.104,15.586
Basin_A,H01,2024-02-01 19:30:00,1250.169,270.614,0.414,19.69
Basin_B,H02,2024-09-05 12:00:00,980.979,114.207,0.608,11.354
Basin_B,H02,2024-03-20 11:00:00,982.112,225.546,0.992,19.297
Basin_C,H03,2024-09-26 14:00:00,3095.515,85.236,0.0,10.479
Basin_C,H03,2024-10-02 20:30:00,3095.589,78.234,0.555,9.443
Basin_A,H01,2024-06-24 11:15:00,1249.473,231.19,0.225,18.335
Basin_C,H03,2024-07-07 12:15:00,3097.355,101.337,0.395,13.542
Basin_A,H01,2024-08-13 06:00:00,1250.156,164.432,0.096,15.19
Basin_C,H03,2024-09-14 08:30:00,3094.986,79.814,0.487,10.086
Basin_A,H01,2024-09-07 19:45:00,1249.353,158.262,0.047,14.593
Basin_C,H03,2024-06-26 08:45:00,3097.78,109.258,0.0,13.786
Basin_B,H02,2024-12-12 10:30:00,981.043,173.072,0.226,15.68
Basin_B,H02,2024-12-23 07:30:00,980.506,172.342,0.421,15.736
Basin_A,H01,2024-11-07 18:15:00,1249.805,154.577,0.0,13.707
Basin_A,H01,2024-10-06 07:00:00,1249.448,138.045,0.0,14.987
Basin_B,H02,2024-09-24 22:00:00,978.974,113.737,0.0,11.433
Basin_B,H02,2024-02-07 08:00:00,981.271,219.166,0.633,19.488
Basin_A,H01,2024-07-22 16:45:00,1249.223,183.536,0.405,17.178
Basin_B,H02,2024-10-08 08:00:00,978.915,123.552,0.0,12.385
Basin_A,H01,2024-10-31 22:45:00,1250.421,157.786,0.01,15.109
Basin_C,H03,2024-11-11 00:15:00,3094.909,114.894,0.612,10.491
Basin_B,H02,2024-11-18 14:30:00,980.61,144.128,0.118,14.212
Basin_A,H01,2024-02-14 02:00:00,1250.513,270.077,0.493,19.817
